lambda_geometry,val_CE_mean,val_CE_std,val_Aitchison_mean,val_Aitchison_std,val_CLR_MSE_mean,n_seeds,pareto
0.0,2.961797039716229,0.0004226708066663662,4.633726334297585,0.04383762323183852,21.531627726931987,3,True
1e-05,2.9618226792883617,0.0003152815638607119,4.608050111067562,0.050313069281179804,21.29553382516626,3,False
0.0001,2.96181834764541,0.00019801484050808687,4.263098533767074,0.1424854676896582,18.260521918754133,3,True
0.001,2.9640377867521206,0.0005168740136604731,2.133119919474254,0.011180742774651841,4.981605011346454,3,True
0.01,2.967488495314008,0.0010586792870325146,2.0366309927385795,0.0018070366331012656,4.585016180559905,3,True
