variant,prediction_key,val_CE_mean,val_CE_std,val_Aitchison_mean,val_CLR_MSE_mean,n_seeds
ce_energetica,p,2.9616509448503106,0.0007939710684287996,4.571887691334945,20.963332677103867,3
residuo_npp,p,2.961745378560568,0.0006754922090181169,4.641930761885033,21.607564945678508,3
residuo_mas_ce_energetica,p,2.9617992424347364,0.0003869261731868902,4.628488100119086,21.48312580563955,3
npp_completo,p,2.9618057932381485,0.00033508208130541417,4.635802362515245,21.550879975294055,3
predictiva_sola,p,2.9625340934474433,0.0011925440568628233,4.535048487880765,20.62957405639014,3
energia_autonoma,q_npp,2.969290012879305,0.003283711569993545,3.896463878173132,15.280940168465465,3
