experiment,model,feature_set,contrast,regime_scheme,splits,mean_gain_balanced_accuracy,mean_gain_macro_f1,mean_gain_log_loss,wins_macro_f1
K_topology_utility_summary,paired_nested_contrast,topology_increment,incremental_advanced_topology,3_regimes,6,0.0060983477613782144,0.0033873450064506225,0.00018070251607791668,4
K_topology_utility_summary,paired_nested_contrast,topology_increment,incremental_advanced_topology,5_extreme_4_5,6,0.0025132935408523995,0.0013905209251948807,-0.01335964566589313,3
K_topology_utility_summary,paired_nested_contrast,topology_increment,incremental_advanced_topology,5_quintiles,6,-0.0019928337281766295,-0.0045742523545843445,-0.002993705770176991,1
K_topology_utility_summary,paired_nested_contrast,topology_increment,incremental_simple_topology,3_regimes,6,0.003852802566182062,0.010296973644252694,-0.0009562514033612524,4
K_topology_utility_summary,paired_nested_contrast,topology_increment,incremental_simple_topology,5_extreme_4_5,6,0.0032457810818491556,0.01764973552631714,-0.0030470416268273772,5
K_topology_utility_summary,paired_nested_contrast,topology_increment,incremental_simple_topology,5_quintiles,6,0.0003903172241335277,0.009421109134730737,-0.0032591515482033317,5
K_topology_utility_summary,paired_nested_contrast,topology_increment,intrinsic_simple_topology_vs_dummy,3_regimes,6,0.0618736502589315,0.20780676843456738,23.970548761871658,6
K_topology_utility_summary,paired_nested_contrast,topology_increment,intrinsic_simple_topology_vs_dummy,5_extreme_4_5,6,0.03349512086610911,0.10713967420371438,23.789538913988377,6
K_topology_utility_summary,paired_nested_contrast,topology_increment,intrinsic_simple_topology_vs_dummy,5_quintiles,6,0.045819068669703554,0.13030929104266314,27.665901754550376,6
