experiment,model,model_family,feature_set,backend,regime_scheme,split,seed,n_train,n_eval,accuracy,balanced_accuracy,macro_f1,log_loss,fold
I_J_regime_classification,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,3_regimes,fold_5,42,15178,3035,0.4616144975288303,0.4319629992529321,0.4307763147088138,1.025960080652929,5
I_J_regime_classification,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,3_regimes,fold_5,42,15178,3035,0.49357495881383856,0.4480504632531535,0.45222366303790795,0.978979493465574,5
I_J_regime_classification,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,3_regimes,fold_5,42,15178,3035,0.4728171334431631,0.40443467858593535,0.385523970865131,1.0246531025584873,5
I_J_regime_classification,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,3_regimes,fold_5,42,15178,3035,0.4873146622734761,0.4456961504750148,0.448028571780046,0.9811803508875478,5
I_J_regime_classification,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,5_extreme_4_5,fold_5,42,15178,3035,0.4121911037891269,0.2,0.11675221651889874,21.18678011406425,5
I_J_regime_classification,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,5_extreme_4_5,fold_5,42,15178,3035,0.40131795716639207,0.24545794981577504,0.21667113455893877,1.2694809715228954,5
I_J_regime_classification,tree_topology,classification,simple_topology,decision_tree_or_dummy,5_extreme_4_5,fold_5,42,15178,3035,0.40955518945634267,0.2351947125092543,0.1974649305843331,1.2831098049291936,5
I_J_regime_classification,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,5_extreme_4_5,fold_5,42,15178,3035,0.41614497528830313,0.2528244124865189,0.23804157898479575,1.2641740909428347,5
I_J_regime_classification,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,5_extreme_4_5,fold_5,42,15178,3035,0.4316309719934102,0.2587848219271243,0.2507326831264461,1.214699999536606,5
I_J_regime_classification,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,5_extreme_4_5,fold_5,42,15178,3035,0.4059308072487644,0.23945219658617378,0.22594613964117777,1.2870335196249674,5
I_J_regime_classification,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,5_extreme_4_5,fold_5,42,15178,3035,0.4388797364085667,0.269872381168573,0.26423891798187243,1.2196176657019355,5
I_J_regime_classification,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,5_quintiles,fold_5,42,15178,3035,0.2889621087314662,0.2,0.08967280163599181,25.628403299411797,5
I_J_regime_classification,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,5_quintiles,fold_5,42,15178,3035,0.30082372322899503,0.27702562595803226,0.2343374999280891,1.5354429400019844,5
I_J_regime_classification,tree_topology,classification,simple_topology,decision_tree_or_dummy,5_quintiles,fold_5,42,15178,3035,0.270840197693575,0.24649913686461328,0.187992285467602,1.5505004605046848,5
I_J_regime_classification,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,5_quintiles,fold_5,42,15178,3035,0.30082372322899503,0.2766565033053715,0.23668278849571736,1.5281698543978715,5
I_J_regime_classification,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,5_quintiles,fold_5,42,15178,3035,0.3242174629324547,0.2885880947701858,0.2889465022909935,1.4826907062718486,5
I_J_regime_classification,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,5_quintiles,fold_5,42,15178,3035,0.28369028006589786,0.25017763212373556,0.22742423603525658,1.5492574622957636,5
I_J_regime_classification,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,5_quintiles,fold_5,42,15178,3035,0.3186161449752883,0.2871892978973047,0.2818371417182875,1.485957128994044,5
