experiment,model,model_family,feature_set,backend,regime_scheme,split,seed,n_train,n_eval,accuracy,balanced_accuracy,macro_f1,log_loss,fold
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,3_regimes,fold_2_train,42,6073,6073,0.7373620945167133,0.7373488508271117,0.7369606530625004,0.7687447927196105,2
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,3_regimes,fold_2_train,42,6073,6073,0.7940062572040177,0.7939951040192587,0.7937786480869272,0.5941336087954574,2
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,5_extreme_4_5,fold_2_train,42,6073,6073,0.3033097315988803,0.2,0.09308907138344916,25.111262553820954,2
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,5_extreme_4_5,fold_2_train,42,6073,6073,0.4533179647620616,0.2989457766485547,0.2781703048273368,1.2059163311450594,2
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,5_extreme_4_5,fold_2_train,42,6073,6073,0.3973324551292607,0.2620035492677645,0.21330516017826257,1.3069463567002673,2
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,5_extreme_4_5,fold_2_train,42,6073,6073,0.4653383830067512,0.3068676384984085,0.2808104124776282,1.1957339667191913,2
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,5_extreme_4_5,fold_2_train,42,6073,6073,0.7352214720895768,0.6824581797544458,0.7329983302410463,0.7271244866031621,2
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,5_extreme_4_5,fold_2_train,42,6073,6073,0.782150502222954,0.7407532064285836,0.7868983937230705,0.8141787318502731,2
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,5_extreme_4_5,fold_2_train,42,6073,6073,0.8233163181294253,0.8306573221806911,0.8544163876706247,0.6207597544430821,2
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,5_quintiles,fold_2_train,42,6073,6073,0.20006586530545034,0.2,0.06668496158068057,28.832548685053695,2
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,5_quintiles,fold_2_train,42,6073,6073,0.35270871068664583,0.35266920224269666,0.33548786990973384,1.4447357601823254,2
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,5_quintiles,fold_2_train,42,6073,6073,0.2934299357813272,0.29336709581629955,0.24589236114948926,1.5494906269138347,2
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,5_quintiles,fold_2_train,42,6073,6073,0.3602832208134365,0.36026399821018157,0.3495398101881194,1.4322267992237405,2
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,5_quintiles,fold_2_train,42,6073,6073,0.7041001152642845,0.7040866163619229,0.7034164257315283,0.9357964676858297,2
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,5_quintiles,fold_2_train,42,6073,6073,0.760744277951589,0.7607316560565691,0.7613735373184434,1.041223004777185,2
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,5_quintiles,fold_2_train,42,6073,6073,0.8139305121027499,0.8139209903661669,0.8136846866804841,0.8184254528029553,2
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,3_regimes,fold_3_train,42,9108,9108,0.3333333333333333,0.3333333333333333,0.16666666666666666,24.02910225941143,3
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,3_regimes,fold_3_train,42,9108,9108,0.494949494949495,0.494949494949495,0.4662074487719608,0.9868878565768388,3
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,3_regimes,fold_3_train,42,9108,9108,0.43741765480895917,0.43741765480895917,0.38802032217539467,1.0579697565828594,3
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,3_regimes,fold_3_train,42,9108,9108,0.5021958717610892,0.5021958717610892,0.49847685377223266,0.9791114983009026,3
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,3_regimes,fold_3_train,42,9108,9108,0.6590909090909091,0.6590909090909091,0.6585599553906781,0.7547431852318072,3
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,3_regimes,fold_3_train,42,9108,9108,0.6763285024154589,0.6763285024154589,0.675243550230276,0.8467190246038775,3
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,3_regimes,fold_3_train,42,9108,9108,0.724308300395257,0.724308300395257,0.7238705907284949,0.7037778698826614,3
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,5_extreme_4_5,fold_3_train,42,9108,9108,0.30335968379446643,0.2,0.0931008339651251,25.10946209419722,3
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,5_extreme_4_5,fold_3_train,42,9108,9108,0.4365393061045235,0.2878063360801404,0.23114317842306953,1.2386389815885785,3
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,5_extreme_4_5,fold_3_train,42,9108,9108,0.3868028107158542,0.2550158647043546,0.2053456361868906,1.3215764422881418,3
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,5_extreme_4_5,fold_3_train,42,9108,9108,0.44235836627140973,0.29166431454439723,0.27505039514064394,1.230631961893999,3
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,5_extreme_4_5,fold_3_train,42,9108,9108,0.6384497145366711,0.5443384627592487,0.5957413935481428,0.869050669634651,3
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,5_extreme_4_5,fold_3_train,42,9108,9108,0.6824769433465085,0.5841728476553529,0.6402875977816634,0.9348631699589285,3
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,5_extreme_4_5,fold_3_train,42,9108,9108,0.726723759332455,0.6706733583210889,0.7224753276042314,0.778742550476613,3
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,5_quintiles,fold_3_train,42,9108,9108,0.2000439174352218,0.2,0.06667886550777677,28.83333976648084,3
I_J_regime_classification_train,tree_volatility,classification,simple_volatility,decision_tree_or_dummy,5_quintiles,fold_3_train,42,9108,9108,0.33509003074220467,0.3350770466041083,0.2899617731330425,1.4820659621871228,3
I_J_regime_classification_train,tree_topology,classification,simple_topology,decision_tree_or_dummy,5_quintiles,fold_3_train,42,9108,9108,0.27964426877470355,0.2796186218715547,0.2292952507358553,1.5637504868128456,3
I_J_regime_classification_train,tree_volatility_plus_topology,classification,simple_combined,decision_tree_or_dummy,5_quintiles,fold_3_train,42,9108,9108,0.34003074220465523,0.3400226410863382,0.33410087086973617,1.471660395444,3
I_J_regime_classification_train,lightgbm_volatility_multiscale,classification,advanced_volatility,lightgbm,5_quintiles,fold_3_train,42,9108,9108,0.605072463768116,0.6050651895708742,0.6052827420996544,1.0958729640063296,3
I_J_regime_classification_train,lightgbm_topology_multiscale,classification,advanced_topology,lightgbm,5_quintiles,fold_3_train,42,9108,9108,0.6678743961352657,0.6678639437083278,0.6682627884934351,1.1779892121129416,3
I_J_regime_classification_train,lightgbm_volatility_plus_topology,classification,advanced_combined,lightgbm,5_quintiles,fold_3_train,42,9108,9108,0.7056433904259991,0.7056357377130211,0.7053421561118786,1.0000604943300389,3
I_J_regime_classification_train,dummy_most_frequent,classification,dummy,decision_tree_or_dummy,3_regimes,fold_4_train,42,12143,12143,0.33336078399077657,0.3333333333333333,0.16667696045127953,24.02811283742924,4
